open_time_ms,open_time_utc,open,high,low,close,volume,close_time_ms,close_time_utc,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1737244800000,2025-01-19T00:00:00Z,3307.71000000,3378.11000000,3298.71000000,3335.47000000,85390.15480000,1737259199999,2025-01-19T03:59:59.999000Z,285505217.34158000,550939,45097.51960000,150808304.86449300
1737259200000,2025-01-19T04:00:00Z,3335.47000000,3337.95000000,3259.90000000,3276.06000000,116181.14710000,1737273599999,2025-01-19T07:59:59.999000Z,382078013.27371700,655970,54368.62770000,178821151.88781800
1737273600000,2025-01-19T08:00:00Z,3276.06000000,3277.53000000,3130.48000000,3149.97000000,255482.69120000,1737287999999,2025-01-19T11:59:59.999000Z,814964020.32650000,1342138,115515.84230000,368332810.69719500
1737288000000,2025-01-19T12:00:00Z,3149.98000000,3426.05000000,3145.00000000,3383.68000000,366843.08400000,1737302399999,2025-01-19T15:59:59.999000Z,1218247679.79846900,1576746,193040.79950000,641048858.56226100
1737302400000,2025-01-19T16:00:00Z,3383.68000000,3448.99000000,3378.11000000,3418.92000000,133240.27700000,1737316799999,2025-01-19T19:59:59.999000Z,455072037.73819100,731873,70500.94840000,240815006.35599000
1737316800000,2025-01-19T20:00:00Z,3418.93000000,3431.82000000,3156.70000000,3215.12000000,385164.16760000,1737331199999,2025-01-19T23:59:59.999000Z,1252792712.53387300,2207147,173408.69370000,563831346.53252900
1737331200000,2025-01-20T00:00:00Z,3215.20000000,3280.75000000,3142.78000000,3272.34000000,274130.00700000,1737345599999,2025-01-20T03:59:59.999000Z,879485701.08182600,1823959,131893.33810000,423225157.60774100
1737345600000,2025-01-20T04:00:00Z,3272.30000000,3453.69000000,3250.66000000,3382.59000000,232466.85070000,1737359999999,2025-01-20T07:59:59.999000Z,782540428.68063700,1393658,124446.48860000,419114363.03756600
1737360000000,2025-01-20T08:00:00Z,3382.58000000,3413.30000000,3334.32000000,3375.43000000,131468.86060000,1737374399999,2025-01-20T11:59:59.999000Z,443974054.85870400,659423,66788.17880000,225603331.22349600
1737374400000,2025-01-20T12:00:00Z,3375.42000000,3379.94000000,3257.20000000,3335.90000000,167094.95430000,1737388799999,2025-01-20T15:59:59.999000Z,555847619.07898900,1081913,80615.77750000,268228619.15819600
1737388800000,2025-01-20T16:00:00Z,3335.91000000,3390.68000000,3205.42000000,3343.50000000,286337.68260000,1737403199999,2025-01-20T19:59:59.999000Z,947336095.17686400,1644157,138839.61150000,459748788.83270300
1737403200000,2025-01-20T20:00:00Z,3343.49000000,3344.50000000,3255.92000000,3284.00000000,66856.42620000,1737417599999,2025-01-20T23:59:59.999000Z,220836416.25458700,534441,30089.30830000,99400340.10228400
1737417600000,2025-01-21T00:00:00Z,3283.99000000,3289.85000000,3204.60000000,3262.60000000,133473.35470000,1737431999999,2025-01-21T03:59:59.999000Z,433474231.26016500,1075988,63268.87320000,205550760.15680600
1737432000000,2025-01-21T04:00:00Z,3262.60000000,3266.24000000,3213.03000000,3254.70000000,71362.16430000,1737446399999,2025-01-21T07:59:59.999000Z,231280413.91786400,482466,35649.40420000,115560432.68385200
1737446400000,2025-01-21T08:00:00Z,3254.70000000,3314.00000000,3234.48000000,3305.07000000,82511.57620000,1737460799999,2025-01-21T11:59:59.999000Z,270759547.00458800,530626,42984.93780000,141047545.44705400
1737460800000,2025-01-21T12:00:00Z,3305.07000000,3335.44000000,3265.11000000,3295.10000000,121235.06860000,1737475199999,2025-01-21T15:59:59.999000Z,400295922.87995200,697559,57224.45120000,188962643.47012900
